HCES data fields required,,,,,,,,
HHID,food_code,food_item,food_group,quantity_100g_day,energy_kcal,micronutrient_1,micronutrient_2,micronutrient_n...
,,,,,,,,
,,,,,,,,
,,,,,,,,
